a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,niveau_hierarchique_poste,heure_supplementaires,augmentation_salaire_precedente,satisfaction_globale,note_evaluation
0,1,2,2,2,Transformation Digitale,Frequent,3,40,1,4244,Marié(e),Consulting,Manager,1,8,2,0,24,3.0,4.0
0,1,1,8,2,Infra & Cloud,Occasionnel,1,34,1,6500,Marié(e),Commercial,Cadre Commercial,5,3,2,0,17,2.25,3.0
0,1,4,8,3,Infra & Cloud,Frequent,14,42,0,18430,Divorcé(e),Consulting,Senior Manager,1,24,5,0,13,2.5,3.0
1,2,2,6,3,Infra & Cloud,Occasionnel,0,23,0,1601,Marié(e),Consulting,Consultant,1,0,1,1,21,2.5,4.0
0,3,4,9,3,Infra & Cloud,Aucun,0,24,0,2694,Divorcé(e),Consulting,Consultant,1,1,1,0,11,2.75,2.5
0,1,3,11,4,Infra & Cloud,Occasionnel,1,52,1,3149,Marié(e),Consulting,Consultant,8,5,2,0,20,3.0,3.5
0,0,3,2,3,Transformation Digitale,Occasionnel,0,50,0,17639,Marié(e),Consulting,Directeur Technique,5,4,4,0,16,3.25,3.0
1,1,1,1,2,Infra & Cloud,Occasionnel,0,29,1,2319,Marié(e),Consulting,Consultant,1,1,1,1,11,2.5,2.5
0,0,3,7,3,Transformation Digitale,Occasionnel,3,33,0,11691,Marié(e),Consulting,Directeur Technique,0,13,3,0,11,3.5,3.0
1,0,3,16,3,Marketing,Occasionnel,0,33,1,5324,Célibataire,Commercial,Cadre Commercial,5,3,2,0,15,2.0,3.0
0,1,3,2,2,Autre,Occasionnel,3,47,1,16752,Marié(e),Consulting,Senior Manager,1,26,4,1,11,3.0,3.0
0,1,2,1,3,Autre,Occasionnel,0,36,1,5228,Marié(e),Consulting,Tech Lead,0,9,2,0,15,2.25,3.0
0,1,3,23,2,Infra & Cloud,Occasionnel,0,29,0,2700,Marié(e),Consulting,Assistant de Direction,1,10,1,0,24,3.0,4.0
1,0,2,2,4,Infra & Cloud,Occasionnel,13,58,0,19246,Célibataire,Consulting,Directeur Technique,7,31,5,1,12,3.25,3.0
0,0,0,1,4,Infra & Cloud,Occasionnel,2,35,1,2506,Célibataire,Consulting,Assistant de Direction,3,2,1,0,13,3.25,3.5
0,1,4,1,2,Infra & Cloud,Occasionnel,0,42,1,6062,Marié(e),Consulting,Tech Lead,9,4,2,1,13,3.75,2.5
1,0,3,2,4,Transformation Digitale,Occasionnel,2,28,0,4382,Célibataire,Consulting,Assistant de Direction,6,2,1,0,17,3.0,3.0
0,1,2,13,3,Ressources Humaines,Occasionnel,0,36,0,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,5,1,0,13,2.5,3.0
0,1,3,4,3,Infra & Cloud,Occasionnel,6,32,1,6162,Marié(e),Consulting,Tech Lead,1,14,2,0,12,3.0,2.5
0,0,6,16,4,Transformation Digitale,Frequent,0,40,0,5094,Célibataire,Consulting,Consultant,6,1,2,0,14,2.75,2.5
0,0,4,2,3,Transformation Digitale,Occasionnel,0,30,1,6877,Célibataire,Consulting,Tech Lead,5,0,2,1,24,2.75,3.0
0,0,3,2,3,Infra & Cloud,Occasionnel,0,45,1,2274,Célibataire,Consulting,Assistant de Direction,1,1,1,0,14,3.0,2.5
0,1,3,29,3,Infra & Cloud,Occasionnel,7,42,0,4434,Marié(e),Consulting,Tech Lead,1,9,2,0,13,2.5,3.0
0,1,3,12,3,Infra & Cloud,Frequent,1,38,0,6288,Divorcé(e),Consulting,Manager,2,4,2,0,15,1.75,2.5
0,0,3,16,4,Infra & Cloud,Frequent,1,34,1,2553,Célibataire,Consulting,Assistant de Direction,1,5,1,0,16,3.25,2.5
1,2,3,11,3,Marketing,Occasionnel,7,49,1,7654,Marié(e),Commercial,Cadre Commercial,1,9,3,0,18,3.0,3.0
1,0,3,2,1,Transformation Digitale,Occasionnel,7,55,0,5160,Célibataire,Commercial,Cadre Commercial,4,9,2,0,16,3.0,3.0
0,1,3,14,2,Infra & Cloud,Occasionnel,1,43,0,17159,Marié(e),Consulting,Directeur Technique,6,4,4,0,24,2.25,3.5
0,1,3,5,1,Entrepreunariat,Occasionnel,0,27,0,12808,Divorcé(e),Consulting,Directeur Technique,1,9,3,1,16,3.0,2.5
0,0,3,7,3,Autre,Occasionnel,1,35,0,10221,Célibataire,Consulting,Tech Lead,3,8,3,0,21,3.0,3.5
0,0,2,2,4,Marketing,Occasionnel,7,28,1,4779,Marié(e),Commercial,Cadre Commercial,1,8,2,1,20,2.0,3.5
0,1,1,3,2,Ressources Humaines,Occasionnel,0,34,0,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,3,1,0,19,2.75,3.0
1,1,2,5,2,Transformation Digitale,Frequent,1,26,1,2366,Marié(e),Consulting,Assistant de Direction,1,8,1,1,14,2.5,2.5
0,3,6,3,3,Transformation Digitale,Aucun,0,27,0,1706,Marié(e),Consulting,Assistant de Direction,1,0,1,0,11,3.25,3.0
0,1,2,26,4,Marketing,Occasionnel,4,51,1,16307,Marié(e),Commercial,Senior Manager,2,20,4,0,14,2.25,3.0
0,0,2,4,3,Transformation Digitale,Occasionnel,2,44,0,5933,Célibataire,Consulting,Manager,9,5,2,0,12,3.0,3.0
0,0,3,2,1,Transformation Digitale,Occasionnel,0,25,0,3424,Célibataire,Consulting,Assistant de Direction,7,4,1,0,13,1.75,3.5
0,1,5,1,3,Transformation Digitale,Occasionnel,0,33,0,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,2,0,22,1.5,4.0
0,0,3,27,1,Transformation Digitale,Occasionnel,1,35,1,2559,Célibataire,Consulting,Assistant de Direction,1,6,1,0,11,2.5,2.5
0,1,1,1,2,Infra & Cloud,Occasionnel,4,36,0,6201,Marié(e),Commercial,Cadre Commercial,1,18,2,1,14,3.0,3.0
0,1,3,13,4,Infra & Cloud,Occasionnel,0,32,0,4403,Divorcé(e),Commercial,Cadre Commercial,2,5,2,0,11,2.75,3.0
0,1,3,5,4,Infra & Cloud,Frequent,0,30,0,3761,Divorcé(e),Consulting,Assistant de Direction,9,5,1,0,12,2.5,2.5
0,1,3,7,2,Marketing,Occasionnel,0,53,1,10934,Marié(e),Commercial,Cadre Commercial,7,5,3,1,18,3.0,2.5
0,1,2,9,3,Marketing,Occasionnel,0,45,0,10761,Divorcé(e),Commercial,Cadre Commercial,4,5,3,1,12,2.75,3.0
0,1,3,8,2,Transformation Digitale,Occasionnel,1,32,1,5175,Marié(e),Consulting,Assistant de Direction,5,5,2,0,12,2.75,3.5
0,0,3,25,4,Transformation Digitale,Frequent,0,52,1,13826,Marié(e),Consulting,Tech Lead,3,9,4,0,22,3.25,3.0
0,2,2,16,4,Marketing,Occasionnel,0,37,0,6334,Divorcé(e),Commercial,Cadre Commercial,4,1,2,0,19,3.5,2.5
0,1,6,8,2,Transformation Digitale,Occasionnel,0,28,0,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,5,1,0,13,3.25,2.5
0,2,2,1,2,Infra & Cloud,Occasionnel,2,22,0,4775,Marié(e),Consulting,Tech Lead,6,2,2,0,22,2.5,3.0
0,1,2,8,4,Infra & Cloud,Occasionnel,0,44,0,2818,Marié(e),Consulting,Consultant,2,3,1,1,24,2.5,4.0
0,0,2,2,1,Transformation Digitale,Frequent,2,42,0,2515,Célibataire,Consulting,Assistant de Direction,5,2,1,1,14,3.25,3.0
0,0,3,8,3,Infra & Cloud,Occasionnel,0,36,0,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,5,1,0,21,2.0,3.0
0,0,3,3,1,Autre,Occasionnel,0,25,0,4194,Marié(e),Commercial,Cadre Commercial,1,5,2,1,18,2.75,3.0
0,1,2,9,3,Infra & Cloud,Occasionnel,5,35,1,10685,Marié(e),Consulting,Tech Lead,1,17,3,1,20,3.0,3.0
1,1,3,25,4,Infra & Cloud,Frequent,7,35,1,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,1,1,19,2.25,3.0
0,1,2,1,3,Infra & Cloud,Aucun,0,32,0,2314,Divorcé(e),Consulting,Consultant,0,3,1,0,12,3.25,3.0
0,0,1,4,1,Marketing,Occasionnel,0,25,0,4256,Marié(e),Commercial,Cadre Commercial,1,5,2,0,12,2.25,2.5
0,1,2,1,3,Entrepreunariat,Occasionnel,0,49,1,3580,Marié(e),Consulting,Assistant de Direction,2,4,1,0,16,2.25,3.0
0,0,2,4,1,Infra & Cloud,Aucun,3,24,0,3162,Marié(e),Consulting,Consultant,0,5,1,0,17,2.75,2.5
0,1,3,5,2,Infra & Cloud,Frequent,5,32,0,6524,Marié(e),Commercial,Cadre Commercial,1,10,2,0,14,2.75,3.0
0,1,3,9,3,Marketing,Occasionnel,1,38,0,2899,Marié(e),Commercial,Représentant Commercial,0,2,1,0,19,2.75,2.5
0,1,1,3,3,Infra & Cloud,Occasionnel,1,42,1,5231,Marié(e),Consulting,Consultant,2,5,2,1,13,2.75,3.5
0,1,2,11,4,Infra & Cloud,Occasionnel,0,31,0,2356,Marié(e),Consulting,Assistant de Direction,3,6,1,1,19,3.25,3.0
1,3,3,1,3,Transformation Digitale,Occasionnel,0,29,1,2800,Divorcé(e),Commercial,Représentant Commercial,6,3,1,1,19,2.75,2.5
0,1,3,8,3,Marketing,Occasionnel,2,53,0,11836,Marié(e),Commercial,Cadre Commercial,5,2,4,0,14,2.75,3.0
0,0,2,25,3,Entrepreunariat,Occasionnel,4,35,0,10903,Marié(e),Consulting,Tech Lead,3,13,3,0,16,2.5,2.5
0,1,3,21,2,Transformation Digitale,Frequent,0,37,1,2973,Marié(e),Commercial,Représentant Commercial,5,5,1,0,15,3.0,3.0
0,0,0,23,4,Infra & Cloud,Occasionnel,3,53,1,14275,Célibataire,Consulting,Directeur Technique,6,12,4,0,18,3.5,3.0
0,1,2,1,3,Infra & Cloud,Frequent,2,43,1,5562,Marié(e),Consulting,Manager,4,5,2,0,13,3.0,3.0
0,1,2,2,2,Marketing,Occasionnel,7,47,1,4537,Marié(e),Commercial,Cadre Commercial,0,7,2,1,22,2.75,3.5
0,0,2,19,2,Transformation Digitale,Aucun,0,37,0,7642,Célibataire,Commercial,Cadre Commercial,1,10,3,1,13,2.5,3.0
0,1,3,2,4,Infra & Cloud,Aucun,14,50,0,17924,Divorcé(e),Consulting,Senior Manager,1,31,4,0,11,2.25,3.0
0,2,2,2,3,Infra & Cloud,Occasionnel,0,39,1,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,5,2,0,11,3.5,2.5
0,1,4,3,2,Ressources Humaines,Occasionnel,0,33,0,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,4,1,1,11,3.25,3.0
1,0,2,25,4,Infra & Cloud,Occasionnel,0,32,0,2795,Célibataire,Consulting,Consultant,1,1,1,1,24,2.25,3.5
0,3,5,7,1,Transformation Digitale,Occasionnel,0,29,1,2532,Divorcé(e),Consulting,Consultant,6,4,1,0,14,2.75,2.5
0,0,0,9,2,Infra & Cloud,Occasionnel,7,44,0,2559,Marié(e),Consulting,Assistant de Direction,1,8,1,1,13,2.5,3.0
0,0,3,5,4,Transformation Digitale,Occasionnel,0,28,0,4908,Célibataire,Commercial,Cadre Commercial,1,4,2,0,14,2.5,3.0
1,1,3,2,1,Infra & Cloud,Frequent,0,58,0,2380,Divorcé(e),Consulting,Consultant,9,1,1,1,14,3.5,2.5
0,1,2,8,3,Infra & Cloud,Occasionnel,0,43,1,4765,Divorcé(e),Consulting,Tech Lead,4,1,2,0,21,2.5,3.5
1,0,3,2,3,Transformation Digitale,Occasionnel,0,20,1,2044,Célibataire,Commercial,Représentant Commercial,1,2,1,0,13,3.0,2.5
1,0,3,18,1,Autre,Occasionnel,0,21,1,2693,Célibataire,Consulting,Assistant de Direction,1,1,1,0,19,2.75,3.0
0,1,2,14,1,Infra & Cloud,Occasionnel,4,36,0,6586,Marié(e),Consulting,Manager,0,16,2,1,17,2.5,3.0
0,0,3,2,4,Infra & Cloud,Occasionnel,1,47,1,3294,Célibataire,Commercial,Représentant Commercial,1,3,1,1,18,2.75,2.5
1,1,3,3,1,Infra & Cloud,Occasionnel,0,22,1,4171,Marié(e),Consulting,Tech Lead,0,3,2,1,19,2.5,3.0
1,1,1,2,4,Infra & Cloud,Occasionnel,1,41,1,2778,Divorcé(e),Consulting,Consultant,4,7,1,1,13,2.75,2.0
0,1,2,9,3,Transformation Digitale,Occasionnel,2,28,1,2377,Divorcé(e),Consulting,Assistant de Direction,5,2,1,0,18,2.75,3.0
1,0,2,6,3,Transformation Digitale,Occasionnel,2,39,0,2404,Marié(e),Consulting,Consultant,7,2,1,1,21,2.5,3.5
0,0,2,4,3,Infra & Cloud,Occasionnel,0,27,1,2318,Célibataire,Consulting,Assistant de Direction,1,1,1,0,19,2.75,3.0
0,2,3,10,3,Infra & Cloud,Occasionnel,1,34,0,2008,Divorcé(e),Consulting,Consultant,1,1,1,0,14,2.25,3.0
0,0,6,14,2,Transformation Digitale,Occasionnel,0,42,1,6244,Célibataire,Commercial,Cadre Commercial,7,5,2,0,17,2.5,2.5
0,0,1,1,4,Autre,Occasionnel,0,33,0,2799,Célibataire,Consulting,Assistant de Direction,3,3,1,1,11,2.25,2.5
0,1,3,5,3,Entrepreunariat,Occasionnel,0,58,1,10552,Divorcé(e),Consulting,Manager,2,6,3,1,13,3.0,2.5
0,0,2,7,4,Infra & Cloud,Occasionnel,5,31,0,2329,Marié(e),Commercial,Représentant Commercial,3,7,1,0,15,2.75,2.5
0,1,2,21,1,Infra & Cloud,Occasionnel,0,35,1,4014,Marié(e),Consulting,Manager,1,10,2,1,25,3.25,3.5
0,1,3,8,2,Autre,Occasionnel,1,49,1,7403,Marié(e),Consulting,Consultant,4,26,3,0,11,2.0,3.0
0,2,2,20,4,Transformation Digitale,Occasionnel,0,48,0,2259,Marié(e),Consulting,Assistant de Direction,4,0,1,0,17,2.5,3.0
0,1,2,20,2,Marketing,Aucun,0,31,1,6932,Marié(e),Commercial,Cadre Commercial,1,9,2,0,13,3.25,3.0
0,0,6,7,4,Autre,Occasionnel,0,36,0,4678,Célibataire,Consulting,Assistant de Direction,2,6,1,0,18,3.0,3.0
0,1,3,1,3,Entrepreunariat,Occasionnel,5,38,1,13582,Marié(e),Consulting,Directeur Technique,1,15,3,0,13,2.5,3.0
0,0,3,1,3,Infra & Cloud,Aucun,0,32,1,2332,Marié(e),Consulting,Consultant,6,3,1,0,20,2.75,3.0
1,3,2,19,2,Marketing,Occasionnel,0,25,0,2413,Marié(e),Commercial,Représentant Commercial,1,1,1,1,18,2.75,2.5
0,1,2,10,4,Marketing,Occasionnel,0,40,0,9705,Divorcé(e),Commercial,Cadre Commercial,2,1,3,0,12,1.75,2.5
0,0,2,1,3,Transformation Digitale,Frequent,0,26,0,4294,Célibataire,Commercial,Cadre Commercial,1,7,2,0,12,2.25,2.5
0,0,3,6,3,Transformation Digitale,Occasionnel,2,41,0,4721,Célibataire,Consulting,Consultant,2,18,1,1,13,2.75,3.0
0,0,6,2,4,Transformation Digitale,Occasionnel,3,36,0,2519,Célibataire,Consulting,Consultant,4,11,1,0,21,3.0,3.5
1,0,3,21,3,Autre,Occasionnel,0,19,0,2121,Célibataire,Commercial,Représentant Commercial,1,1,1,1,13,3.0,2.5
1,0,2,4,3,Entrepreunariat,Occasionnel,0,20,0,2973,Célibataire,Consulting,Consultant,1,1,1,0,19,1.75,3.0
0,2,2,12,3,Transformation Digitale,Occasionnel,8,31,1,5855,Marié(e),Consulting,Manager,0,9,2,1,11,3.0,3.0
0,1,2,9,4,Transformation Digitale,Frequent,0,40,0,3617,Divorcé(e),Consulting,Assistant de Direction,8,1,1,1,14,3.25,3.0
0,1,2,3,4,Transformation Digitale,Occasionnel,6,32,1,6725,Marié(e),Consulting,Tech Lead,1,8,2,0,12,2.75,3.0
1,1,6,3,1,Infra & Cloud,Occasionnel,3,36,0,10325,Marié(e),Commercial,Cadre Commercial,1,16,3,1,11,2.75,2.5
0,0,3,1,3,Infra & Cloud,Occasionnel,1,33,1,6949,Célibataire,Consulting,Manager,0,5,2,0,14,2.5,2.5
1,0,2,1,4,Infra & Cloud,Occasionnel,11,37,0,10609,Marié(e),Commercial,Cadre Commercial,5,14,3,0,11,2.0,2.5
0,0,5,4,2,Infra & Cloud,Aucun,0,45,0,4447,Marié(e),Consulting,Consultant,1,9,2,0,12,2.25,3.0
0,1,5,20,3,Entrepreunariat,Frequent,0,29,1,2157,Marié(e),Commercial,Représentant Commercial,1,3,1,0,15,3.0,3.0
0,0,3,18,3,Transformation Digitale,Occasionnel,1,35,1,4601,Marié(e),Commercial,Cadre Commercial,1,5,2,0,16,2.75,3.0
0,1,2,1,2,Infra & Cloud,Occasionnel,7,52,0,17099,Marié(e),Consulting,Senior Manager,2,9,4,0,15,3.0,3.0
1,0,4,2,3,Entrepreunariat,Occasionnel,0,58,0,2479,Célibataire,Consulting,Assistant de Direction,4,1,1,0,24,2.75,3.5
0,1,3,2,2,Transformation Digitale,Occasionnel,15,53,0,14852,Divorcé(e),Commercial,Senior Manager,6,17,4,0,13,3.25,3.0
0,1,2,8,2,Autre,Occasionnel,7,30,0,7264,Divorcé(e),Commercial,Cadre Commercial,5,8,3,0,11,2.75,3.0
0,0,1,10,3,Entrepreunariat,Aucun,1,38,1,5666,Célibataire,Commercial,Cadre Commercial,1,5,2,1,13,3.0,3.0
0,1,2,3,4,Infra & Cloud,Occasionnel,0,35,0,7823,Divorcé(e),Commercial,Cadre Commercial,6,10,3,0,13,3.25,3.0
0,0,3,2,5,Infra & Cloud,Occasionnel,0,39,0,7880,Célibataire,Commercial,Cadre Commercial,0,8,3,0,18,2.75,3.5
1,0,2,24,3,Infra & Cloud,Aucun,0,40,1,13194,Célibataire,Commercial,Cadre Commercial,4,1,4,1,16,2.5,3.5
0,0,3,16,4,Transformation Digitale,Frequent,2,47,0,5067,Divorcé(e),Consulting,Tech Lead,1,19,2,1,19,3.25,3.5
0,2,3,8,4,Entrepreunariat,Aucun,0,36,0,5079,Divorcé(e),Commercial,Cadre Commercial,4,7,2,0,13,3.0,3.0
1,0,0,9,2,Transformation Digitale,Aucun,1,31,0,2321,Célibataire,Consulting,Assistant de Direction,0,3,1,1,22,2.0,3.0
0,0,2,17,3,Infra & Cloud,Aucun,6,33,0,17444,Célibataire,Commercial,Senior Manager,1,10,4,0,11,3.5,3.0
1,0,5,10,3,Infra & Cloud,Occasionnel,0,29,1,2404,Célibataire,Consulting,Assistant de Direction,6,0,1,1,20,2.75,3.0
0,0,4,13,1,Infra & Cloud,Occasionnel,0,33,1,3452,Célibataire,Consulting,Assistant de Direction,3,3,1,0,18,2.5,3.0
0,2,2,1,4,Transformation Digitale,Occasionnel,0,45,1,2270,Divorcé(e),Consulting,Consultant,3,5,1,0,14,3.75,3.0
0,1,1,1,2,Transformation Digitale,Occasionnel,1,50,0,17399,Divorcé(e),Consulting,Directeur Technique,9,5,4,0,22,3.25,3.5
0,1,2,1,4,Autre,Frequent,1,33,1,5488,Marié(e),Consulting,Manager,1,6,2,1,13,2.25,3.5
0,1,2,9,3,Transformation Digitale,Frequent,0,41,0,19419,Divorcé(e),Consulting,Directeur Technique,2,18,5,0,17,2.5,3.0
0,1,2,16,4,Entrepreunariat,Occasionnel,2,27,1,2811,Marié(e),Consulting,Consultant,9,2,1,0,14,2.5,3.0
0,1,2,23,2,Infra & Cloud,Aucun,0,45,0,3633,Marié(e),Consulting,Consultant,1,9,2,1,15,2.75,3.0
0,0,0,4,2,Infra & Cloud,Occasionnel,0,47,1,4163,Célibataire,Commercial,Cadre Commercial,1,9,2,1,17,3.5,3.0
1,0,2,22,3,Infra & Cloud,Occasionnel,0,30,1,2132,Marié(e),Consulting,Assistant de Direction,4,5,1,1,11,2.25,3.0
0,1,2,24,3,Infra & Cloud,Occasionnel,1,50,0,13973,Marié(e),Consulting,Tech Lead,3,12,4,1,18,3.5,3.0
0,1,0,10,1,Transformation Digitale,Frequent,0,38,0,2684,Marié(e),Consulting,Assistant de Direction,0,2,1,0,17,2.5,3.0
0,1,3,7,2,Transformation Digitale,Occasionnel,0,46,0,10845,Divorcé(e),Consulting,Tech Lead,6,8,3,0,13,3.0,3.0
0,2,6,17,1,Transformation Digitale,Occasionnel,3,24,1,4377,Divorcé(e),Consulting,Tech Lead,1,4,2,0,15,3.0,2.5
1,1,2,14,4,Autre,Occasionnel,0,35,0,3743,Divorcé(e),Consulting,Consultant,1,4,1,1,24,2.5,3.0
0,1,1,1,1,Infra & Cloud,Frequent,0,31,1,4148,Marié(e),Consulting,Tech Lead,1,4,2,0,12,2.5,3.0
0,0,2,5,2,Infra & Cloud,Aucun,0,18,0,1051,Célibataire,Consulting,Assistant de Direction,1,0,1,0,15,3.25,3.0
0,1,2,17,3,Entrepreunariat,Occasionnel,0,54,1,10739,Marié(e),Consulting,Tech Lead,8,10,3,0,11,3.0,3.0
0,1,3,25,4,Transformation Digitale,Occasionnel,10,35,1,10388,Divorcé(e),Consulting,Manager,1,16,3,1,11,2.75,3.0
0,3,4,8,2,Infra & Cloud,Occasionnel,1,30,1,11416,Marié(e),Consulting,Directeur Technique,0,8,3,1,12,2.0,3.5
1,0,2,11,3,Transformation Digitale,Occasionnel,0,20,1,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,1,15,2.25,2.5
1,0,3,5,3,Transformation Digitale,Frequent,1,30,1,2422,Célibataire,Consulting,Consultant,0,3,1,0,17,2.0,3.0
0,0,2,2,2,Transformation Digitale,Occasionnel,1,26,0,5472,Marié(e),Consulting,Tech Lead,1,8,2,0,12,3.25,3.5
0,1,3,8,1,Infra & Cloud,Occasionnel,1,22,0,2451,Marié(e),Consulting,Consultant,1,4,1,0,15,1.5,2.0
0,0,0,6,3,Infra & Cloud,Occasionnel,2,48,0,4240,Célibataire,Consulting,Manager,2,2,2,0,13,2.75,2.5
0,0,3,4,4,Infra & Cloud,Occasionnel,4,48,0,10999,Célibataire,Consulting,Manager,7,15,3,0,14,2.75,2.5
0,0,6,7,2,Transformation Digitale,Occasionnel,2,41,1,5003,Célibataire,Consulting,Tech Lead,6,2,2,0,14,3.0,3.0
0,1,3,1,1,Infra & Cloud,Occasionnel,11,39,1,12742,Marié(e),Consulting,Tech Lead,1,21,4,0,16,3.5,2.5
0,1,2,2,4,Infra & Cloud,Occasionnel,2,27,1,4227,Marié(e),Consulting,Tech Lead,0,3,2,0,18,2.5,3.0
0,1,4,10,3,Autre,Occasionnel,1,35,0,3917,Divorcé(e),Consulting,Consultant,1,3,1,0,20,2.25,3.5
0,0,3,5,2,Marketing,Occasionnel,0,42,0,18303,Marié(e),Commercial,Senior Manager,6,1,5,0,13,3.25,3.0
0,0,5,9,3,Infra & Cloud,Occasionnel,0,50,0,2380,Marié(e),Consulting,Consultant,4,1,1,0,18,2.5,3.0
0,0,4,2,3,Infra & Cloud,Occasionnel,4,59,1,13726,Célibataire,Consulting,Tech Lead,3,5,4,1,13,2.75,2.5
1,0,2,11,2,Transformation Digitale,Occasionnel,0,37,1,4777,Marié(e),Consulting,Manager,5,1,2,0,15,1.25,2.0
0,2,3,18,4,Transformation Digitale,Frequent,6,55,0,6385,Marié(e),Consulting,Manager,3,8,2,1,14,3.0,3.0
0,2,3,7,1,Infra & Cloud,Aucun,5,41,1,19973,Divorcé(e),Consulting,Directeur Technique,1,21,5,0,22,2.5,2.5
0,0,1,3,4,Infra & Cloud,Occasionnel,0,38,0,6861,Célibataire,Commercial,Cadre Commercial,8,1,2,1,12,3.0,3.0
1,0,6,29,2,Transformation Digitale,Aucun,2,26,0,4969,Célibataire,Commercial,Cadre Commercial,8,2,2,0,18,2.5,2.0
1,1,3,2,1,Marketing,Occasionnel,6,52,1,19845,Marié(e),Commercial,Senior Manager,1,32,5,0,15,3.0,2.0
0,1,2,28,3,Transformation Digitale,Occasionnel,11,44,1,13320,Marié(e),Commercial,Cadre Commercial,3,12,4,1,18,3.5,3.5
0,1,3,1,3,Infra & Cloud,Aucun,0,50,1,6347,Marié(e),Commercial,Cadre Commercial,0,18,2,0,12,2.75,3.0
1,0,1,16,4,Infra & Cloud,Occasionnel,15,36,1,2743,Célibataire,Consulting,Consultant,1,17,1,0,16,2.5,3.5
0,0,2,22,3,Transformation Digitale,Frequent,2,39,1,10880,Célibataire,Consulting,Tech Lead,1,21,3,1,13,2.75,3.0
0,0,2,8,1,Infra & Cloud,Aucun,2,33,1,2342,Célibataire,Commercial,Représentant Commercial,0,2,1,0,19,3.0,2.5
0,1,4,11,2,Infra & Cloud,Occasionnel,1,45,1,17650,Marié(e),Commercial,Senior Manager,3,9,4,0,13,3.5,3.0
0,0,2,29,4,Transformation Digitale,Aucun,7,32,1,4025,Célibataire,Consulting,Consultant,9,8,1,0,12,3.0,3.0
0,1,2,1,4,Marketing,Occasionnel,0,34,0,9725,Divorcé(e),Commercial,Cadre Commercial,0,15,2,0,11,3.0,3.5
0,1,1,1,2,Entrepreunariat,Occasionnel,0,59,0,11904,Marié(e),Commercial,Senior Manager,3,6,3,1,14,2.5,3.0
0,0,3,24,4,Transformation Digitale,Occasionnel,0,45,0,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,1,0,16,2.0,3.0
0,1,2,2,3,Marketing,Frequent,6,53,1,7525,Marié(e),Commercial,Cadre Commercial,2,15,3,0,12,2.25,2.5
1,1,3,15,3,Autre,Occasionnel,0,36,0,4834,Divorcé(e),Consulting,Consultant,7,1,2,0,14,2.0,3.0
1,1,2,2,3,Infra & Cloud,Frequent,1,26,0,2042,Marié(e),Consulting,Assistant de Direction,6,3,1,1,14,1.75,3.0
0,1,2,10,4,Infra & Cloud,Occasionnel,0,34,1,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,19,3.25,3.0
0,0,5,10,1,Transformation Digitale,Occasionnel,0,28,0,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,22,2.75,3.5
0,1,2,3,4,Autre,Frequent,2,38,0,2821,Marié(e),Consulting,Assistant de Direction,3,2,1,0,16,2.5,3.0
0,1,2,2,4,Transformation Digitale,Occasionnel,7,50,0,19237,Marié(e),Consulting,Directeur Technique,2,8,5,1,11,2.75,3.0
0,0,3,3,3,Autre,Occasionnel,0,37,1,4107,Célibataire,Consulting,Manager,3,4,2,0,15,2.25,3.0
0,1,3,26,3,Marketing,Occasionnel,7,40,0,8396,Marié(e),Commercial,Cadre Commercial,1,7,2,0,14,2.0,3.0
0,2,5,1,1,Transformation Digitale,Frequent,1,26,1,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,1,0,13,2.5,2.5
0,2,0,1,4,Transformation Digitale,Occasionnel,2,46,0,19627,Divorcé(e),Consulting,Directeur Technique,9,2,5,0,17,3.75,3.0
0,1,4,2,4,Infra & Cloud,Occasionnel,7,54,1,10686,Marié(e),Commercial,Cadre Commercial,6,9,3,0,11,2.75,2.5
0,1,4,9,3,Transformation Digitale,Frequent,0,56,1,2942,Marié(e),Consulting,Assistant de Direction,2,5,1,0,19,2.25,3.0
0,0,2,12,5,Transformation Digitale,Occasionnel,7,36,1,8858,Célibataire,Consulting,Tech Lead,0,14,3,0,11,3.0,2.5
0,0,3,2,1,Transformation Digitale,Aucun,6,55,0,16756,Célibataire,Consulting,Senior Manager,7,9,4,0,15,2.5,2.5
0,1,5,25,3,Transformation Digitale,Occasionnel,0,43,0,10798,Divorcé(e),Commercial,Cadre Commercial,5,1,3,0,13,3.25,2.5
1,0,3,9,3,Marketing,Frequent,0,20,1,2323,Célibataire,Commercial,Représentant Commercial,1,2,1,1,14,3.25,3.0
